t_mono_ns,t_wall,backend,synthetic,util_gpu_pct,mem_bus_busy_pct,mem_used_bytes,mem_total_bytes,power_w,power_limit_w,sm_clock_mhz,mem_clock_mhz,temp_c,sm_active_frac,dram_active_frac,tensor_active_frac,kv_cache_perc,num_running,num_waiting
7255357567345,1781486408.3550909,nvidia-smi,False,0.0,0.0,38441844736.0,41875931136.0,53.53,400.0,1095.0,1215.0,46.0,,,,0.0,0.0,0.0
7255643658145,1781486408.6411817,nvidia-smi,False,94.0,89.0,38441844736.0,41875931136.0,250.83,400.0,1410.0,1215.0,50.0,,,,0.0,0.0,0.0
7257626769785,1781486410.6242936,nvidia-smi,False,47.0,44.0,38441844736.0,41875931136.0,400.18,400.0,1380.0,1215.0,57.0,,,,0.006517975353905747,2.0,0.0
7257870850705,1781486410.8683739,nvidia-smi,False,82.0,31.0,38441844736.0,41875931136.0,381.08,400.0,1380.0,1215.0,59.0,,,,0.03309909359405239,10.0,50.0
7258117011385,1781486411.1145344,nvidia-smi,False,98.0,36.0,38441844736.0,41875931136.0,401.96,400.0,1380.0,1215.0,60.0,,,,0.05988389856400855,18.0,42.0
7258361988565,1781486411.3595119,nvidia-smi,False,99.0,36.0,38441844736.0,41875931136.0,379.63,400.0,1380.0,1215.0,61.0,,,,0.08646501680415519,26.0,34.0
7258616188735,1781486411.6137118,nvidia-smi,False,98.0,36.0,38441844736.0,41875931136.0,402.51,400.0,1380.0,1215.0,61.0,,,,0.11304613504430183,34.0,26.0
7258863377445,1781486411.860901,nvidia-smi,False,99.0,36.0,38441844736.0,41875931136.0,365.23,400.0,1380.0,1215.0,62.0,,,,0.13952540991954376,42.0,18.0
7259120671065,1781486412.118194,nvidia-smi,False,99.0,36.0,38441844736.0,41875931136.0,406.01,400.0,1380.0,1215.0,61.0,,,,0.16580099806497606,50.0,10.0
7259379361745,1781486412.376885,nvidia-smi,False,97.0,36.0,38441844736.0,41875931136.0,397.59,400.0,1380.0,1215.0,62.0,,,,0.19207658621040835,58.0,2.0
7259646610455,1781486412.644134,nvidia-smi,False,98.0,42.0,38441844736.0,41875931136.0,270.87,400.0,1410.0,1215.0,55.0,,,,0.2082696812302679,60.0,0.0
7260121158975,1781486413.1186821,nvidia-smi,False,91.0,75.0,38441844736.0,41875931136.0,263.04,400.0,1410.0,1215.0,54.0,,,,0.21641715042264997,60.0,0.0
7260571473075,1781486413.5689964,nvidia-smi,False,92.0,76.0,38441844736.0,41875931136.0,273.46,400.0,1410.0,1215.0,54.0,,,,0.22456461961503205,60.0,0.0
7261023493275,1781486414.0210164,nvidia-smi,False,92.0,75.0,38441844736.0,41875931136.0,265.9,400.0,1410.0,1215.0,54.0,,,,0.231897341888176,60.0,0.0
7261435107225,1781486414.4326305,nvidia-smi,False,91.0,75.0,38441844736.0,41875931136.0,251.1,400.0,1410.0,1215.0,54.0,,,,0.2388226907017008,60.0,0.0
7261847428755,1781486414.8449519,nvidia-smi,False,92.0,76.0,38441844736.0,41875931136.0,268.81,400.0,1410.0,1215.0,54.0,,,,0.15887564925145126,39.0,0.0
