t_mono_ns,t_wall,backend,synthetic,util_gpu_pct,mem_bus_busy_pct,mem_used_bytes,mem_total_bytes,power_w,power_limit_w,sm_clock_mhz,mem_clock_mhz,temp_c,sm_active_frac,dram_active_frac,tensor_active_frac,kv_cache_perc,num_running,num_waiting
6936175232253,1781486089.1727562,nvidia-smi,False,0.0,0.0,38439747584.0,41875931136.0,49.42,400.0,1095.0,1215.0,30.0,,,,0.0,0.0,0.0
6936431682793,1781486089.4292061,nvidia-smi,False,95.0,90.0,38441844736.0,41875931136.0,299.59,400.0,1395.0,1215.0,41.0,,,,0.006721662083715274,2.0,0.0
6937128040562,1781486090.125564,nvidia-smi,False,95.0,83.0,38441844736.0,41875931136.0,235.41,400.0,1410.0,1215.0,40.0,,,,0.0,0.0,0.0
6941178696422,1781486094.1762197,nvidia-smi,False,63.0,60.0,38441844736.0,41875931136.0,73.28,400.0,1410.0,1215.0,36.0,,,,0.0,0.0,0.0
6941415877622,1781486094.4134011,nvidia-smi,False,95.0,85.0,38441844736.0,41875931136.0,404.38,400.0,1410.0,1215.0,45.0,,,,0.010591709950096728,3.0,0.0
6943726890232,1781486096.724414,nvidia-smi,False,95.0,90.0,38441844736.0,41875931136.0,215.57,400.0,1410.0,1215.0,41.0,,,,0.0,0.0,0.0
6946210577841,1781486099.2081006,nvidia-smi,False,58.0,55.0,38441844736.0,41875931136.0,66.57,400.0,1410.0,1215.0,37.0,,,,0.0,0.0,0.0
6946440021552,1781486099.4375443,nvidia-smi,False,0.0,0.0,38441844736.0,41875931136.0,66.3,400.0,1410.0,1215.0,36.0,,,,0.0,0.0,0.0
6946673115541,1781486099.6706388,nvidia-smi,False,95.0,90.0,38441844736.0,41875931136.0,235.09,400.0,1410.0,1215.0,41.0,,,,0.0,0.0,0.0
6948690975481,1781486101.6885002,nvidia-smi,False,0.0,0.0,38441844736.0,41875931136.0,67.49,400.0,1410.0,1215.0,37.0,,,,0.0,0.0,0.0
6948923005901,1781486101.9205296,nvidia-smi,False,0.0,0.0,38441844736.0,41875931136.0,66.3,400.0,1410.0,1215.0,36.0,,,,0.0,0.0,0.0
6949154179161,1781486102.151702,nvidia-smi,False,0.0,0.0,38441844736.0,41875931136.0,66.57,400.0,1410.0,1215.0,35.0,,,,0.0,0.0,0.0
