t_mono_ns,t_wall,backend,synthetic,util_gpu_pct,mem_bus_busy_pct,mem_used_bytes,mem_total_bytes,power_w,power_limit_w,sm_clock_mhz,mem_clock_mhz,temp_c,sm_active_frac,dram_active_frac,tensor_active_frac,kv_cache_perc,num_running,num_waiting
7050900395329,1781486203.8979187,nvidia-smi,False,0.0,0.0,38441844736.0,41875931136.0,52.61,400.0,1095.0,1215.0,41.0,,,,0.0,0.0,0.0
7051133714429,1781486204.131237,nvidia-smi,False,96.0,73.0,38441844736.0,41875931136.0,386.12,400.0,1395.0,1215.0,51.0,,,,0.01323963743762091,4.0,0.0
7051591670689,1781486204.589193,nvidia-smi,False,95.0,90.0,38441844736.0,41875931136.0,242.93,400.0,1410.0,1215.0,53.0,,,,0.0076382523678582,2.0,0.0
7054395166379,1781486207.3926892,nvidia-smi,False,95.0,72.0,38441844736.0,41875931136.0,342.0,400.0,1410.0,1215.0,50.0,,,,0.0,0.0,0.0
7056954124048,1781486209.9516468,nvidia-smi,False,20.0,19.0,38441844736.0,41875931136.0,71.82,400.0,1410.0,1215.0,46.0,,,,0.0,0.0,0.0
7057184927688,1781486210.1824503,nvidia-smi,False,94.0,88.0,38441844736.0,41875931136.0,377.7,400.0,1410.0,1215.0,52.0,,,,0.01741521539871682,5.0,0.0
7059416231418,1781486212.4137542,nvidia-smi,False,95.0,80.0,38441844736.0,41875931136.0,253.42,400.0,1410.0,1215.0,53.0,,,,0.02159079335981262,6.0,0.0
7064051551618,1781486217.0490744,nvidia-smi,False,96.0,90.0,38441844736.0,41875931136.0,248.44,400.0,1410.0,1215.0,51.0,,,,0.032589876769528514,9.0,0.0
7068588888517,1781486221.586412,nvidia-smi,False,95.0,81.0,38441844736.0,41875931136.0,382.02,400.0,1395.0,1215.0,58.0,,,,0.036765454730624314,10.0,0.0
7072889626666,1781486225.8871508,nvidia-smi,False,93.0,84.0,38441844736.0,41875931136.0,344.59,400.0,1410.0,1215.0,56.0,,,,0.02108157653528875,6.0,0.0
7076553360006,1781486229.5508833,nvidia-smi,False,94.0,88.0,38441844736.0,41875931136.0,252.23,400.0,1410.0,1215.0,56.0,,,,0.032589876769528514,9.0,0.0
7079743699046,1781486232.7412226,nvidia-smi,False,94.0,85.0,38441844736.0,41875931136.0,386.27,400.0,1410.0,1215.0,55.0,,,,0.022711070373765185,6.0,0.0
7083541245956,1781486236.5387695,nvidia-smi,False,,,,,,,,,,,,,0.011406456869334947,3.0,0.0
7091160884364,1781486244.1584074,nvidia-smi,False,95.0,75.0,38441844736.0,41875931136.0,348.1,400.0,1380.0,1215.0,57.0,,,,0.04175577961095833,11.0,0.0
7094507205884,1781486247.5047283,nvidia-smi,False,95.0,83.0,38441844736.0,41875931136.0,250.77,400.0,1410.0,1215.0,55.0,,,,0.02922904572767082,8.0,0.0
7098745520934,1781486251.7430437,nvidia-smi,False,95.0,80.0,38441844736.0,41875931136.0,256.61,400.0,1410.0,1215.0,57.0,,,,0.04827375496486408,13.0,0.0
7102708862623,1781486255.7063863,nvidia-smi,False,94.0,89.0,38441844736.0,41875931136.0,249.9,400.0,1380.0,1215.0,54.0,,,,0.029127202362766114,8.0,0.0
7105306122463,1781486258.3036463,nvidia-smi,False,95.0,91.0,38441844736.0,41875931136.0,251.09,400.0,1410.0,1215.0,53.0,,,,0.0,0.0,0.0
