t_mono_ns,t_wall,backend,synthetic,util_gpu_pct,mem_bus_busy_pct,mem_used_bytes,mem_total_bytes,power_w,power_limit_w,sm_clock_mhz,mem_clock_mhz,temp_c,sm_active_frac,dram_active_frac,tensor_active_frac,kv_cache_perc,num_running,num_waiting
2381471448643,1781481534.4689724,nvidia-smi,False,0.0,0.0,38441844736.0,41875931136.0,51.74,400.0,1095.0,1215.0,39.0,,,,0.0,0.0,0.0
2381705019403,1781481534.702545,nvidia-smi,False,56.0,35.0,38441844736.0,41875931136.0,403.1,400.0,1410.0,1215.0,49.0,,,,0.027599551889194385,8.0,0.0
2382476552083,1781481535.4740775,nvidia-smi,False,94.0,88.0,38441844736.0,41875931136.0,406.61,400.0,1395.0,1215.0,52.0,,,,0.04470923719319686,12.0,0.0
2383530991523,1781481536.5285163,nvidia-smi,False,95.0,90.0,38441844736.0,41875931136.0,239.14,400.0,1410.0,1215.0,47.0,,,,0.0,0.0,0.0
2385595000172,1781481538.5925252,nvidia-smi,False,95.0,89.0,38441844736.0,41875931136.0,375.58,400.0,1410.0,1215.0,51.0,,,,0.024136877482431984,7.0,0.0
2386836910172,1781481539.8344357,nvidia-smi,False,96.0,61.0,38441844736.0,41875931136.0,239.81,400.0,1410.0,1215.0,49.0,,,,0.09776963030858543,26.0,0.0
2389206013642,1781481542.2035394,nvidia-smi,False,94.0,81.0,38441844736.0,41875931136.0,244.13,400.0,1410.0,1215.0,52.0,,,,0.07719727059782056,21.0,0.0
2393073857262,1781481546.0713825,nvidia-smi,False,94.0,72.0,38441844736.0,41875931136.0,396.73,400.0,1395.0,1215.0,56.0,,,,0.09807516040329978,27.0,0.0
2393715985731,1781481546.7135108,nvidia-smi,False,94.0,62.0,38441844736.0,41875931136.0,243.26,400.0,1410.0,1215.0,50.0,,,,0.10500050921682458,29.0,0.0
2394361342071,1781481547.3588674,nvidia-smi,False,94.0,81.0,38441844736.0,41875931136.0,236.81,400.0,1410.0,1215.0,54.0,,,,0.10550972604134845,28.0,0.0
2395250916851,1781481548.2484434,nvidia-smi,False,91.0,71.0,38441844736.0,41875931136.0,244.71,400.0,1410.0,1215.0,54.0,,,,0.1086668703533965,29.0,0.0
