t_mono_ns,t_wall,backend,synthetic,util_gpu_pct,mem_bus_busy_pct,mem_used_bytes,mem_total_bytes,power_w,power_limit_w,sm_clock_mhz,mem_clock_mhz,temp_c,sm_active_frac,dram_active_frac,tensor_active_frac,kv_cache_perc,num_running,num_waiting
7403204203468,1781486556.2017262,nvidia-smi,False,0.0,0.0,38441844736.0,41875931136.0,56.13,400.0,1410.0,1215.0,52.0,,,,0.006517975353905747,1.0,0.0
7403489557598,1781486556.48708,nvidia-smi,False,75.0,28.0,38441844736.0,41875931136.0,407.14,400.0,1365.0,1215.0,58.0,,,,0.01965576942662184,3.0,3.0
7403736724818,1781486556.7342472,nvidia-smi,False,95.0,89.0,38441844736.0,41875931136.0,249.96,400.0,1410.0,1215.0,52.0,,,,0.0,0.0,0.0
7405677996478,1781486558.6755207,nvidia-smi,False,82.0,47.0,38441844736.0,41875931136.0,360.48,400.0,1380.0,1215.0,59.0,,,,0.01965576942662184,3.0,13.0
7405926641888,1781486558.924165,nvidia-smi,False,99.0,36.0,38441844736.0,41875931136.0,400.18,400.0,1380.0,1215.0,60.0,,,,0.04603320093695895,7.0,9.0
7406176318788,1781486559.173842,nvidia-smi,False,98.0,36.0,38441844736.0,41875931136.0,369.48,400.0,1380.0,1215.0,62.0,,,,0.07241063244729606,11.0,5.0
7406432118738,1781486559.429642,nvidia-smi,False,99.0,36.0,38441844736.0,41875931136.0,412.38,400.0,1380.0,1215.0,62.0,,,,0.10265811182401463,14.0,0.0
7408668518667,1781486561.6660419,nvidia-smi,False,97.0,46.0,38441844736.0,41875931136.0,414.1,400.0,1380.0,1215.0,61.0,,,,0.08493736633058357,12.0,0.0
7408942424127,1781486561.939947,nvidia-smi,False,99.0,36.0,38441844736.0,41875931136.0,401.64,400.0,1380.0,1215.0,62.0,,,,0.08178022201853552,12.0,0.0
7409208804527,1781486562.2063274,nvidia-smi,False,98.0,36.0,38441844736.0,41875931136.0,350.92,400.0,1380.0,1215.0,62.0,,,,0.07882676443629699,12.0,0.0
7409466551407,1781486562.4640741,nvidia-smi,False,94.0,89.0,38441844736.0,41875931136.0,265.36,400.0,1410.0,1215.0,57.0,,,,0.10265811182401463,14.0,0.0
7411674919427,1781486564.672443,nvidia-smi,False,97.0,45.0,38441844736.0,41875931136.0,385.4,400.0,1365.0,1215.0,62.0,,,,0.0857521132498218,12.0,0.0
7411943848567,1781486564.941372,nvidia-smi,False,99.0,36.0,38441844736.0,41875931136.0,406.61,400.0,1365.0,1215.0,63.0,,,,0.08259496893777374,12.0,0.0
7412191219977,1781486565.1887429,nvidia-smi,False,98.0,36.0,38441844736.0,41875931136.0,367.43,400.0,1380.0,1215.0,63.0,,,,0.07964151135553521,12.0,0.0
7412448536687,1781486565.4460597,nvidia-smi,False,99.0,36.0,38441844736.0,41875931136.0,399.65,400.0,1410.0,1215.0,56.0,,,,0.10265811182401463,14.0,0.0
7414633596547,1781486567.63112,nvidia-smi,False,96.0,67.0,38441844736.0,41875931136.0,419.07,400.0,1380.0,1215.0,62.0,,,,0.0850392096954884,12.0,0.0
7414978921437,1781486567.976445,nvidia-smi,False,99.0,36.0,38441844736.0,41875931136.0,409.46,400.0,1380.0,1215.0,63.0,,,,0.08188206538344023,12.0,0.0
7415226359027,1781486568.2238822,nvidia-smi,False,94.0,88.0,38441844736.0,41875931136.0,261.85,400.0,1410.0,1215.0,54.0,,,,0.0,0.0,0.0
